Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Ferrel,Liga De Futbol Prof,19,178,75,60,67,400K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,18,30,50,50,47,60,33,45,18,13,37,16,25,61,61,58,60,58,https://sofifa.com/player/265175/manuel-ferrel/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philip Tear,Liga De Futbol Prof,22,187,82,60,67,425K,800,0 ,0 ,0 ,0 ,0 ,0 ,,1,16,15,24,50,33,45,24,44,23,6,28,16,36,60,59,54,58,64,https://sofifa.com/player/264262/philip-tear/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sem Westerveld,Liga De Futbol Prof,18,191,73,60,74,500K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,25,32,33,47,22,42,21,40,19,8,27,13,30,62,61,60,58,63,https://sofifa.com/player/264211/sem-westerveld/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniil Khudyakov,Premier League,17,193,88,60,75,475K,500,396 ,5 ,18 ,10 ,0 ,1 ,6,1,38,43,36,53,21,34,20,70,23,13,38,14,23,57,59,65,58,62,https://sofifa.com/player/263961/daniil-khudyakov/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massamba Ndiaye,Premier League,19,202,80,60,68,450K,500,396 ,5 ,18 ,10 ,0 ,1 ,6,1,19,33,23,50,23,32,23,73,25,12,33,19,26,54,60,64,60,64,https://sofifa.com/player/263920/massamba-ndiaye/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Roufosse,Pro League,20,181,70,60,71,475K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,22,28,35,43,46,57,26,49,20,10,33,15,26,63,57,58,63,63,https://sofifa.com/player/263533/tom-roufosse/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sultan Al Manthari,Pro League,26,192,81,60,64,275K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,27,35,41,49,45,64,24,64,28,9,33,19,34,64,58,53,62,60,https://sofifa.com/player/263337/sultan-al-manthari/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrey Savin,Premier League,21,193,94,60,66,325K,3K,0 ,0 ,0 ,0 ,0 ,0 ,,1,21,30,23,45,24,36,25,71,22,12,24,12,29,65,60,61,56,63,https://sofifa.com/player/263254/andrey-savin/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasse Riess,Premier League,19,191,88,60,74,500K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,31,29,33,42,25,38,21,64,28,14,34,16,39,63,59,60,57,64,https://sofifa.com/player/263116/lasse-riess/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Trafford,Premier League 2 Division One,18,192,90,60,78,550K,500,950 ,11 ,0 ,0 ,0 ,3 ,,1,33,17,27,52,27,33,17,58,28,7,22,16,26,62,58,59,57,61,https://sofifa.com/player/263063/james-trafford/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facundo Sanguinetti,Superliga,20,184,71,60,70,475K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,27,26,29,60,45,60,19,56,22,13,40,15,21,60,54,56,58,63,https://sofifa.com/player/262865/facundo-sanguinetti/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Acin Labrador,La Liga 2,20,183,77,60,69,475K,850,0 ,0 ,0 ,0 ,0 ,0 ,,1,20,35,33,40,46,58,33,57,19,13,39,13,36,59,61,60,63,62,https://sofifa.com/player/262818/guillermo-acin-labrador/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorin Mogosanu,La Liga 2,28,180,77,60,62,210K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,43,35,50,46,47,61,23,49,33,8,23,19,29,64,56,60,59,62,https://sofifa.com/player/262424/sorin-mogosanu/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taichi Kato,J2-League,24,180,70,60,65,300K,1K,360 ,4 ,0 ,0 ,0 ,1 ,,1,41,40,47,53,55,66,28,44,24,8,30,14,36,62,57,53,54,66,https://sofifa.com/player/261584/taichi-kato/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Silva,Primera Division,20,182,79,60,70,475K,500,1129 ,13 ,0 ,0 ,0 ,3 ,,1,34,31,32,54,41,53,26,55,21,11,37,13,36,61,59,58,57,61,https://sofifa.com/player/261466/miguel-silva/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Mier,Torneo Betplay,21,190,73,60,73,525K,500,1440 ,16 ,0 ,0 ,0 ,8 ,,1,44,42,46,50,50,70,35,44,30,8,48,20,28,60,59,57,60,64,https://sofifa.com/player/261417/kevin-mier/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Araujo,Torneo Betplay,24,183,81,60,68,475K,500,90 ,1 ,0 ,0 ,0 ,0 ,,1,36,38,41,50,48,61,29,42,27,12,38,17,39,60,61,59,58,63,https://sofifa.com/player/261409/sebastian-araujo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Ba,Ligue 1,19,185,72,60,75,500K,900,0 ,0 ,0 ,0 ,0 ,0 ,,1,23,20,26,48,50,58,17,53,24,11,27,35,26,62,54,63,62,62,https://sofifa.com/player/261170/ousmane-ba/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Martin Picon Alvaro,Segunda B - Group 5,21,185,79,60,71,475K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,27,25,33,54,41,64,23,49,25,10,28,11,31,58,63,62,60,58,https://sofifa.com/player/260969/pablo-martin-picon-alvaro/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonatan Morilla Bolance,La Liga 2,21,183,75,60,68,475K,950,0 ,0 ,0 ,0 ,0 ,0 ,,1,35,33,30,50,50,63,19,50,29,12,39,15,37,60,60,60,60,62,https://sofifa.com/player/260614/jonatan-morilla-bolance/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotaro Tachikawa,J3-League,24,188,78,60,64,275K,550,720 ,8 ,0 ,0 ,0 ,4 ,,1,33,22,40,53,38,51,29,65,17,15,34,12,39,62,56,53,60,62,https://sofifa.com/player/260362/kotaro-tachikawa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Odumosu,J3-League,20,185,80,60,69,475K,500,720 ,8 ,0 ,0 ,0 ,4 ,,1,58,60,60,55,60,65,28,60,35,12,57,14,40,59,58,56,59,61,https://sofifa.com/player/260018/david-odumosu/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thijs Jansen,Eredivisie,19,192,75,60,74,500K,550,0 ,0 ,0 ,0 ,0 ,0 ,,1,43,34,38,55,39,63,43,56,22,14,34,16,33,59,56,58,58,63,https://sofifa.com/player/259466/thijs-jansen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani Van Den Heuvel,Premier League 2 Divison Two,18,184,72,60,79,550K,900,90 ,1 ,0 ,0 ,0 ,0 ,,1,17,24,37,52,46,61,16,50,20,13,30,14,21,61,58,61,57,61,https://sofifa.com/player/258555/dani-van-den-heuvel/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emre Bilgin,Super Lig,17,188,85,60,74,475K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,34,32,31,30,38,64,24,56,27,8,37,14,28,66,59,63,58,65,https://sofifa.com/player/258511/emre-bilgin/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz Kochalski,1. Liga,20,189,88,60,72,525K,850,3060 ,34 ,0 ,0 ,0 ,20 ,,1,43,32,32,45,43,50,34,47,30,14,41,15,39,59,61,56,63,59,https://sofifa.com/player/258239/mateusz-kochalski/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lautaro Amade,Superliga,21,194,87,60,68,475K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,40,44,35,55,34,61,24,68,31,17,28,20,37,59,60,62,56,64,https://sofifa.com/player/257985/lautaro-amade/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zivko Kostadinovic,Super League,29,196,86,60,60,170K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,24,17,22,52,50,56,19,56,22,7,32,18,36,60,56,54,59,65,https://sofifa.com/player/257958/zivko-kostadinovic/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Gorka,2. Bundesliga,19,190,83,60,74,500K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,35,32,29,52,34,56,29,58,22,11,33,16,38,63,58,59,56,65,https://sofifa.com/player/257176/dennis-gorka/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masato Sasaki,2. Bundesliga,19,185,79,60,70,450K,550,0 ,0 ,0 ,0 ,0 ,0 ,,1,19,28,30,36,44,59,25,65,18,10,24,19,30,67,59,56,60,63,https://sofifa.com/player/257014/masato-sasaki/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Adorno,Liga De Futbol Prof,20,174,70,60,75,525K,500,90 ,1 ,0 ,0 ,0 ,0 ,,1,26,28,37,60,47,58,16,35,24,13,33,17,34,60,60,58,59,59,https://sofifa.com/player/256173/carlos-adorno/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Correa,Primera Division,21,187,87,60,70,475K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,25,19,33,63,35,51,26,61,21,13,33,17,41,62,57,51,53,65,https://sofifa.com/player/256050/martin-correa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Miers,Division 1,20,192,89,60,69,475K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,32,23,34,61,22,37,26,70,17,13,31,19,21,58,61,61,57,60,https://sofifa.com/player/255964/jose-miers/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwin Pacheco,Liga De Futbol Prof,22,178,71,60,68,475K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,22,26,37,60,48,54,23,37,19,12,41,15,37,60,60,55,57,58,https://sofifa.com/player/255893/edwin-pacheco/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosmel Gil,Primera Division,20,178,70,60,70,475K,500,270 ,3 ,0 ,0 ,0 ,1 ,,1,22,28,30,56,47,50,22,39,18,13,30,14,38,62,57,54,62,60,https://sofifa.com/player/255674/yosmel-gil/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Tannander,Veikkausliiga,20,195,80,60,72,525K,500,540 ,6 ,0 ,0 ,0 ,5 ,,1,55,45,48,52,40,45,21,51,39,7,46,14,47,62,57,57,59,61,https://sofifa.com/player/255494/jakob-tannander/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joao Manuel Silva Monteiro,2. Division: Group G,20,186,80,60,71,475K,600,1170 ,13 ,0 ,0 ,0 ,3 ,,1,22,24,25,60,30,40,19,60,27,6,44,18,32,61,59,53,58,61,https://sofifa.com/player/255290/joao-manuel-silva-monteiro/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Scott,A-League,25,184,85,60,63,250K,500,1675 ,19 ,84 ,47 ,0 ,5 ,7,1,14,20,23,38,30,37,23,61,15,7,39,14,36,62,60,60,62,65,https://sofifa.com/player/254906/ryan-scott/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Tinaglini,Segunda Division,22,190,78,60,68,475K,500,180 ,2 ,0 ,0 ,0 ,1 ,,1,19,31,33,58,38,46,21,56,21,6,49,10,22,61,59,57,60,58,https://sofifa.com/player/254615/francisco-tinaglini/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Aamet Calderon,Segunda Division,23,185,85,60,66,325K,500,90 ,2 ,0 ,0 ,0 ,0 ,,1,50,56,67,57,52,72,43,74,19,16,30,23,37,59,58,62,59,60,https://sofifa.com/player/253837/jose-aamet-calderon/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Rodriguez Gimenez,Segunda B - Playoffs,20,195,83,60,74,525K,2K,270 ,3 ,0 ,0 ,0 ,0 ,,1,25,32,27,52,30,38,19,65,27,13,30,11,34,57,58,64,62,60,https://sofifa.com/player/253216/adrian-rodriguez-gimenez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Oppermann,2. Bundesliga,19,191,82,60,72,500K,750,0 ,0 ,0 ,0 ,0 ,0 ,,1,23,24,25,40,45,59,20,36,24,12,31,9,18,63,59,59,58,65,https://sofifa.com/player/253171/leo-oppermann/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Odehnal,Admiral Bundesliga,19,195,85,60,69,450K,700,0 ,0 ,0 ,0 ,0 ,0 ,,1,29,35,28,50,36,57,18,52,23,13,24,19,33,63,58,57,59,61,https://sofifa.com/player/251753/jakob-odehnal/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archie Mair,National League,20,198,86,60,74,525K,3K,1980 ,22 ,0 ,0 ,0 ,4 ,,1,46,44,46,56,31,62,26,62,20,14,36,15,36,61,58,57,59,61,https://sofifa.com/player/251345/archie-mair/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwang Yeon Lee,K-League 1,21,185,86,60,71,475K,700,990 ,11 ,0 ,0 ,0 ,2 ,,1,20,28,37,49,43,57,26,64,27,12,33,14,26,59,58,54,62,63,https://sofifa.com/player/251157/gwang-yeon-lee/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Gonzalez,Division 1: Clausura,22,188,83,60,70,475K,500,180 ,2 ,0 ,0 ,0 ,0 ,,1,33,30,29,55,34,44,25,62,24,6,35,16,32,60,61,62,55,61,https://sofifa.com/player/248865/pedro-gonzalez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto Hindrich,Liga 2,18,193,76,60,77,550K,500,1620 ,18 ,0 ,0 ,0 ,8 ,,1,30,21,28,46,42,63,27,32,22,12,39,12,21,60,62,55,60,62,https://sofifa.com/player/248586/otto-hindrich/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Petersen,Obos-Ligaen,19,190,85,60,76,575K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,33,26,36,45,37,44,24,62,20,8,40,10,30,62,60,59,60,63,https://sofifa.com/player/248329/oliver-petersen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Ranjitsingh,Major League Soccer,27,188,91,60,62,220K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,24,17,39,54,24,40,18,69,23,11,24,12,29,59,52,50,60,68,https://sofifa.com/player/247448/greg-ranjitsingh/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Barraza,Major League Soccer,24,187,88,60,66,325K,850,450 ,5 ,7 ,5 ,0 ,2 ,6,1,27,15,23,52,34,47,26,69,26,8,35,17,37,63,60,73,58,56,https://sofifa.com/player/247121/luis-barraza/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Canteros,Major League Soccer,19,183,73,60,74,500K,800,450 ,5 ,7 ,5 ,0 ,2 ,6,1,43,51,42,54,46,63,20,53,21,20,35,16,29,57,61,59,60,62,https://sofifa.com/player/247105/tomas-canteros/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammed Bu Sanda,Uae League,26,180,68,60,64,275K,500,180 ,2 ,0 ,0 ,0 ,0 ,,1,35,37,36,57,48,57,28,61,26,6,38,12,37,60,60,52,59,62,https://sofifa.com/player/247067/mohammed-bu-sanda/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Leneis,Regionalliga: Bayern,22,195,85,60,70,475K,2K,1036 ,12 ,0 ,0 ,0 ,3 ,,1,19,24,34,54,28,38,18,38,18,3,26,19,20,64,55,59,56,62,https://sofifa.com/player/246246/benjamin-leneis/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Ramos Pinazo,La Liga,21,191,78,60,72,525K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,29,30,34,50,27,53,22,64,20,14,34,10,33,60,62,65,58,60,https://sofifa.com/player/245599/dario-ramos-pinazo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Ferrario,Superliga,21,186,76,60,69,475K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,16,30,24,56,40,44,21,45,26,7,40,18,37,59,57,60,58,62,https://sofifa.com/player/245057/rafael-ferrario/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthis Harsman,3. Liga,21,190,80,60,68,475K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,33,34,30,41,29,40,37,65,26,20,42,12,35,62,61,61,60,62,https://sofifa.com/player/244172/matthis-harsman/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yannik Bangsow,3. Liga,23,192,84,60,67,425K,800,135 ,2 ,0 ,0 ,0 ,0 ,,1,32,34,27,57,26,36,25,68,19,7,45,16,48,60,57,57,55,64,https://sofifa.com/player/244073/yannik-bangsow/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constantin Frommann,3. Liga,23,185,78,60,69,475K,500,720 ,8 ,0 ,0 ,0 ,4 ,,1,36,38,43,57,39,67,29,62,28,14,31,18,32,62,59,64,55,62,https://sofifa.com/player/244066/constantin-frommann/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matti Kamenz,3. Liga,22,187,80,60,66,325K,500,97 ,2 ,0 ,0 ,0 ,0 ,,1,27,38,35,49,38,45,20,38,16,5,15,10,12,64,59,59,57,59,https://sofifa.com/player/243737/matti-kamenz/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawel Sokol,2. Liga East,21,193,86,60,68,475K,650,624 ,7 ,0 ,0 ,0 ,0 ,,1,28,20,38,38,23,38,23,63,19,13,37,19,42,61,64,58,60,62,https://sofifa.com/player/243720/pawel-sokol/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan Stone,League Two,21,186,75,60,69,475K,1K,1942 ,22 ,37 ,23 ,1 ,6 ,6,1,36,35,46,52,44,64,25,68,24,19,53,12,51,62,58,60,56,62,https://sofifa.com/player/243594/aidan-stone/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Brolin,Superettan,20,202,85,60,72,525K,700,2700 ,30 ,0 ,0 ,0 ,6 ,,1,20,31,22,50,27,50,25,72,20,18,43,18,38,62,58,58,59,60,https://sofifa.com/player/243387/samuel-brolin/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ji Min Park,K League 2,21,188,85,60,65,300K,550,90 ,1 ,0 ,0 ,0 ,0 ,,1,33,25,25,57,32,45,17,30,20,10,51,18,57,58,56,52,64,61,https://sofifa.com/player/243242/ji-min-park/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takumi Nagaishi,J3-League,25,191,86,60,63,250K,600,450 ,5 ,0 ,0 ,0 ,3 ,,1,33,41,41,55,31,43,18,70,17,7,35,10,33,62,58,57,59,60,https://sofifa.com/player/243189/takumi-nagaishi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsubasa Shibuya,J2-League,26,189,89,60,64,275K,850,0 ,18 ,0 ,0 ,0 ,0 ,,1,26,31,31,55,39,55,18,78,15,7,39,16,31,59,58,64,59,61,https://sofifa.com/player/242585/tsubasa-shibuya/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Durso,J2-League,22,185,80,60,70,475K,2K,0 ,18 ,0 ,0 ,0 ,0 ,,1,33,15,29,49,48,59,23,46,21,8,25,10,37,60,59,58,62,60,https://sofifa.com/player/240955/tomas-durso/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Bleve,Serie B,25,184,84,60,62,240K,550,0 ,0 ,0 ,0 ,0 ,0 ,,1,21,15,24,41,47,63,28,53,19,8,53,10,55,65,62,58,59,62,https://sofifa.com/player/239573/marco-bleve/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stan Van Bladeren,First Division,23,184,75,60,67,425K,1K,327 ,4 ,0 ,0 ,0 ,2 ,,1,32,29,38,48,48,68,20,45,23,10,44,12,28,61,58,60,59,62,https://sofifa.com/player/239354/stan-van-bladeren/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregoire Coudert,Ligue 1,22,188,83,60,68,475K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,30,27,25,52,24,50,25,66,28,12,24,19,25,62,56,58,58,62,https://sofifa.com/player/239203/gregoire-coudert/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Laidlaw,Premiership,28,201,85,60,60,170K,1K,2970 ,33 ,103 ,59 ,1 ,6 ,6,1,29,20,21,55,23,31,19,69,24,6,35,17,41,60,59,58,61,60,https://sofifa.com/player/238969/ross-laidlaw/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vedat Karakus,1. Lig,23,185,84,60,66,325K,2K,90 ,1 ,0 ,0 ,0 ,1 ,,1,28,28,31,50,27,54,27,69,27,6,34,19,45,65,59,54,55,65,https://sofifa.com/player/236252/vedat-karakus/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartosz Mrozek,Ekstraklasa,21,192,82,60,70,475K,850,0 ,0 ,0 ,0 ,0 ,0 ,,1,39,37,24,48,25,31,36,61,23,19,39,21,31,58,61,55,62,60,https://sofifa.com/player/235304/bartosz-mrozek/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markus Pettersen,Eliteserien,22,190,85,60,69,475K,600,0 ,0 ,0 ,0 ,0 ,0 ,,1,24,23,28,52,49,60,21,52,16,7,29,18,39,61,61,57,58,61,https://sofifa.com/player/233466/markus-pettersen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goro Kawanami,J-League,30,192,89,60,60,160K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,24,24,28,59,28,36,24,60,18,14,29,19,34,60,63,56,60,56,https://sofifa.com/player/232565/goro-kawanami/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Lejoly,Pro League,23,188,76,60,67,425K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,53,45,52,54,49,64,23,55,17,14,29,17,38,61,52,62,58,67,https://sofifa.com/player/231421/antoine-lejoly/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owen Evans,League One,24,188,70,60,66,325K,1K,90 ,1 ,2 ,0 ,0 ,0 ,5,1,39,40,41,41,35,76,17,30,15,6,25,30,22,63,60,60,61,62,https://sofifa.com/player/230893/owen-evans/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismail Cipe,Super Lig,26,197,82,60,62,230K,6K,409 ,5 ,18 ,10 ,0 ,1 ,6,1,45,45,33,53,32,57,24,56,16,16,40,17,32,56,61,67,57,62,https://sofifa.com/player/230694/ismail-cipe/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredrik Andersson,Superettan,32,196,91,60,60,120K,550,2700 ,30 ,0 ,0 ,0 ,6 ,,1,32,39,34,54,33,54,36,71,22,21,26,20,40,58,65,53,59,60,https://sofifa.com/player/229860/fredrik-andersson/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnus Norman,League Two,24,193,95,60,65,300K,1K,360 ,4 ,10 ,9 ,1 ,0 ,6,1,27,22,34,51,49,41,25,66,22,8,34,20,43,59,63,57,60,61,https://sofifa.com/player/229368/magnus-norman/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Thomas,League Two,23,185,70,60,65,300K,2K,1170 ,13 ,29 ,12 ,1 ,5 ,6,1,59,55,40,50,60,54,20,45,30,21,31,26,35,60,59,58,59,63,https://sofifa.com/player/229274/lewis-thomas/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Wiesner,Regionalliga: West,24,192,87,60,66,325K,650,1034 ,12 ,0 ,0 ,0 ,2 ,,1,36,34,39,55,35,57,23,66,26,14,31,20,30,62,59,57,57,60,https://sofifa.com/player/229243/tim-wiesner/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Jones,League One,22,185,74,60,68,475K,1K,1170 ,13 ,47 ,26 ,0 ,1 ,7,1,39,41,33,56,47,53,26,57,25,20,31,42,30,58,59,58,59,60,https://sofifa.com/player/229046/louis-jones/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Wilk,Ekstraklasa,23,189,76,60,65,300K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,42,43,34,55,49,59,25,64,22,21,36,25,55,59,62,55,61,56,https://sofifa.com/player/229008/adam-wilk/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawood Al Saeed,Pro League,30,180,87,60,60,160K,2K,90 ,1 ,0 ,0 ,0 ,0 ,,1,41,35,37,54,44,59,32,49,20,20,56,24,50,63,57,58,59,62,https://sofifa.com/player/228611/dawood-al-saeed/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byeong Geun Hwang,K-League 1,27,193,93,60,62,220K,1K,540 ,6 ,0 ,0 ,0 ,3 ,,1,26,26,30,61,36,59,19,68,20,19,45,18,27,62,57,56,57,62,https://sofifa.com/player/228526/byeong-geun-hwang/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bong Jin Choi,K League 2,29,194,90,60,61,190K,800,2228 ,25 ,0 ,0 ,0 ,7 ,,1,46,49,42,47,42,54,35,73,30,23,59,19,41,58,60,65,64,59,https://sofifa.com/player/228498/bong-jin-choi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Nybo,Superliga,26,188,83,60,62,230K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,46,46,35,56,52,50,35,50,24,21,44,20,37,60,59,59,58,61,https://sofifa.com/player/225916/alexander-nybo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
