,Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
1587,Ryan Bouallak,National 3: Grand-Est,21,190,75,59,69,450000.0,1000.0,360,4,0,0,0,1,,1,17,25,34,50,24,33,28,60,29,13,33,16,39,58,57,56,62,61,https://sofifa.com/player/251332/ryan-bouallak/220039/
1588,Ryan Bouallak,National 3: Grand-Est,21,190,75,59,69,450000.0,1000.0,360,4,0,0,0,1,,1,17,25,34,50,24,33,28,60,29,13,33,16,39,58,57,56,62,61,https://sofifa.com/player/251332/ryan-bouallak/220039/
1589,Philipp Schulze,Junioren Bundesliga,18,190,82,59,76,500000.0,700.0,270,3,0,0,0,0,,1,24,29,28,56,22,32,26,64,24,13,27,10,38,60,56,57,56,62,https://sofifa.com/player/263272/philipp-schulze/220039/
1590,Tidiane Malbec,National 3: Nouvelle-Aquitaine,19,185,72,59,70,425000.0,1000.0,270,3,0,0,0,0,,1,23,23,23,48,33,49,22,56,25,13,37,18,27,60,62,60,58,59,https://sofifa.com/player/262708/tidiane-malbec/220039/
1591,Maxime Mignon,National 3: Nouvelle-Aquitaine,30,184,80,59,59,150000.0,2000.0,270,3,0,0,0,0,,1,28,29,22,33,47,62,21,48,22,13,25,16,27,63,61,52,59,64,https://sofifa.com/player/262157/maxime-mignon/220039/
1592,Hugo Keto,Kakkonen,23,192,79,59,67,425000.0,500.0,270,3,0,0,0,1,,1,49,41,46,53,50,49,25,57,25,18,46,25,38,58,56,55,60,59,https://sofifa.com/player/225766/hugo-keto/220039/
1593,Alberto Cobrea,Liga 2,30,189,82,59,59,150000.0,1000.0,2250,25,0,0,0,9,,1,16,16,27,46,32,45,21,41,20,9,38,10,25,61,60,57,59,60,https://sofifa.com/player/248072/alberto-cobrea/220039/
1594,Tim Kips,National Division,20,188,78,59,70,425000.0,800.0,2070,23,0,0,0,10,,1,22,26,30,43,39,51,16,56,28,8,27,13,26,58,61,59,61,60,https://sofifa.com/player/248545/tim-kips/220039/
1595,Tim Kips,National Division,20,188,78,59,70,425000.0,800.0,2070,23,0,0,0,10,,1,22,26,30,43,39,51,16,56,28,8,27,13,26,58,61,59,61,60,https://sofifa.com/player/248545/tim-kips/220039/
1596,Idar Lysgard,2. Division - Group 1,26,191,91,59,63,240000.0,600.0,1800,20,0,0,0,6,,1,30,27,39,50,27,42,19,70,21,6,31,17,25,61,60,57,57,58,https://sofifa.com/player/261027/idar-lysgard/220039/
1597,Vishal Kaith,Indian Super League,24,187,78,59,62,240000.0,500.0,1800,20,48,29,0,6,6.0,1,29,32,24,53,36,47,16,56,21,10,29,13,29,58,57,56,60,59,https://sofifa.com/player/245164/vishal-kaith/220039/
1598,August Ahlin,Indian Super League,24,182,84,59,63,250000.0,500.0,1800,20,48,29,0,6,6.0,1,38,35,44,48,32,55,30,55,29,15,38,14,32,60,58,60,60,61,https://sofifa.com/player/263598/august-ahlin/220039/
1599,Paul Tschernuth,Junioren Bundesliga,19,186,84,59,70,425000.0,1000.0,180,2,0,0,0,1,,1,18,17,22,41,38,45,24,41,25,7,21,19,30,60,61,60,58,60,https://sofifa.com/player/262922/paul-tschernuth/220039/
1600,Joaquin Cabrera,Junioren Bundesliga,20,181,78,59,71,475000.0,950.0,180,2,0,0,0,1,,1,18,34,33,58,44,63,25,52,27,15,31,9,34,60,55,56,58,59,https://sofifa.com/player/262786/joaquin-cabrera/220039/
1601,Franco Ravizzoli,Junioren Bundesliga,23,190,85,59,64,275000.0,1000.0,180,2,0,0,0,1,,1,31,19,34,51,34,48,25,60,23,12,28,11,38,59,59,62,59,60,https://sofifa.com/player/262718/franco-ravizzoli/220039/
1602,Oscar Toledo,Division 1,22,183,73,59,68,450000.0,500.0,180,2,0,0,0,0,,1,44,47,39,39,44,61,42,48,17,13,34,16,27,61,61,59,59,62,https://sofifa.com/player/259705/oscar-toledo/220039/
1603,Franco Rivasseau,Division 1,24,189,85,59,65,300000.0,2000.0,180,2,0,0,0,0,,1,14,25,28,55,40,60,26,50,25,9,26,12,30,57,58,53,59,60,https://sofifa.com/player/258091/franco-rivasseau/220039/
1604,Brady Scott,USL Championship,22,187,78,59,71,475000.0,850.0,180,2,0,0,0,0,,1,33,30,38,40,46,64,21,44,26,14,33,12,27,64,59,60,59,59,https://sofifa.com/player/241091/brady-scott/220039/
1605,Kacper Bieszczad,1. Liga,18,192,82,59,71,450000.0,500.0,1530,17,0,0,0,4,,1,39,32,27,50,22,36,28,59,22,8,43,14,25,60,58,55,57,60,https://sofifa.com/player/252500/kacper-bieszczad/220039/
1606,Daniel Klein,Regionalliga: Südwest,20,191,84,59,73,475000.0,2000.0,1350,15,0,0,0,2,,1,20,27,28,54,31,38,23,57,17,7,35,14,29,60,58,56,55,60,https://sofifa.com/player/257637/daniel-klein/220039/
1607,Ekrem Kilicarslan,1. Lig,23,187,82,59,66,375000.0,1000.0,1260,14,0,0,0,1,,1,45,49,41,58,37,54,25,63,28,13,30,17,39,62,55,60,53,62,https://sofifa.com/player/260933/ekrem-kilicarslan/220039/
1608,Zhao Chen,Super League,24,189,83,59,63,250000.0,1000.0,1260,15,17,11,2,2,,1,30,34,32,68,34,62,31,75,16,6,50,12,26,62,51,50,51,63,https://sofifa.com/player/239857/zhao-chen/220039/
1609,Yuchen Zhou,Premier League,26,184,78,59,63,240000.0,2000.0,1140,13,0,0,0,6,,1,38,62,62,68,66,64,34,61,29,6,58,17,60,57,56,60,55,57,https://sofifa.com/player/228075/yuchen-zhou/220039/
1610,Pavel Pavlyuchenko,Vysshaya Liga,23,194,88,59,65,300000.0,900.0,1108,13,0,0,0,3,,1,22,32,23,45,28,38,18,64,16,12,36,12,26,59,62,58,58,61,https://sofifa.com/player/266680/pavel-pavlyuchenko/220039/
1611,Frank Feller,Vysshaya Liga,17,183,75,59,69,400000.0,500.0,1108,13,0,0,0,3,,1,29,32,35,33,43,60,26,41,24,10,40,13,40,61,60,63,62,60,https://sofifa.com/player/266641/frank-feller/220039/
1612,Kevin Gadellaa,Vysshaya Liga,18,196,87,59,74,450000.0,500.0,1108,13,0,0,0,3,,1,20,29,25,56,29,40,23,68,17,11,40,21,24,59,57,53,55,61,https://sofifa.com/player/266517/kevin-gadellaa/220039/
1613,Pavel Pavlyuchenko,Vysshaya Liga,23,194,88,59,65,300000.0,900.0,1108,13,0,0,0,3,,1,22,32,23,45,28,38,18,64,16,12,36,12,26,59,62,58,58,61,https://sofifa.com/player/266680/pavel-pavlyuchenko/220039/
1614,Carlos Torres,Vysshaya Liga,21,180,77,59,66,400000.0,500.0,1108,13,0,0,0,3,,1,33,33,25,50,50,65,29,55,28,8,38,13,27,58,60,55,58,61,https://sofifa.com/player/261562/carlos-torres/220039/
1615,Jesus Lazaro Owono Ngua Akeng,La Liga,20,181,75,59,72,475000.0,2000.0,0,0,0,0,0,0,,1,20,22,29,53,48,59,20,42,19,8,39,14,31,63,59,62,55,57,https://sofifa.com/player/265405/jesus-lazaro-owono-ngua-akeng/220039/
1616,Noah Kruth,3. Liga,18,186,78,59,67,400000.0,500.0,0,0,0,0,0,0,,1,25,30,21,31,32,40,26,43,21,13,35,12,36,63,61,62,60,61,https://sofifa.com/player/264208/noah-kruth/220039/
1617,August Ahlin,3. Liga,24,182,84,59,63,250000.0,500.0,0,0,0,0,0,0,,1,38,35,44,48,32,55,30,55,29,15,38,14,32,60,58,60,60,61,https://sofifa.com/player/263598/august-ahlin/220039/
1618,Sef Van Damme,3. Liga,18,191,78,59,77,500000.0,500.0,0,0,0,0,0,0,,1,18,21,25,30,21,33,21,57,24,11,39,12,27,68,55,55,62,60,https://sofifa.com/player/263531/sef-van-damme/220039/
1619,Yannick Pandor,Ligue 1,20,178,73,59,69,425000.0,2000.0,0,0,0,0,0,0,,1,19,22,26,54,41,57,23,51,26,12,28,11,24,61,58,54,57,58,https://sofifa.com/player/262069/yannick-pandor/220039/
1620,Joaquin Silva,Primera Division,23,196,98,59,67,425000.0,500.0,0,0,0,0,0,0,,1,18,27,22,60,27,36,26,70,20,7,37,10,30,61,57,54,57,55,https://sofifa.com/player/262059/joaquin-silva/220039/
1621,Marcel Johnen,Bundesliga,18,186,90,59,73,450000.0,500.0,0,0,0,0,0,0,,1,28,21,24,39,30,48,27,53,18,9,32,15,29,62,58,55,59,63,https://sofifa.com/player/261449/marcel-johnen/220039/
1622,Kleber Pinargote,Liga Pro,18,180,70,59,79,550000.0,500.0,0,0,0,0,0,0,,1,32,20,29,60,42,59,27,38,20,13,27,11,23,60,53,58,54,62,https://sofifa.com/player/261407/kleber-pinargote/220039/
1623,Soren Ahlers,Bundesliga,23,194,86,59,64,275000.0,2000.0,0,0,0,0,0,0,,1,23,27,33,44,26,40,24,67,16,6,34,15,24,60,58,61,60,62,https://sofifa.com/player/259900/soren-ahlers/220039/
1624,Niklas Hedl,Admiral Bundesliga,20,188,78,59,73,475000.0,2000.0,0,0,0,0,0,0,,1,28,30,36,55,42,58,25,61,17,12,31,15,27,65,57,59,49,64,https://sofifa.com/player/256938/niklas-hedl/220039/
1625,Rodrigo Morinigo,Division 1,22,185,82,59,66,400000.0,500.0,0,0,0,0,0,0,,1,33,22,37,56,38,51,30,48,20,11,34,9,28,54,57,58,59,62,https://sofifa.com/player/256156/rodrigo-morinigo/220039/
1626,Daiki Hotta,J2-League,26,183,78,59,62,230000.0,650.0,0,0,0,0,0,0,,1,19,30,23,56,48,62,18,62,24,10,45,12,34,61,54,56,57,60,https://sofifa.com/player/254873/daiki-hotta/220039/
1627,Connor Van Den Berg,Eredivisie,20,185,74,59,69,425000.0,800.0,0,0,0,0,0,0,,1,28,18,28,55,32,46,18,51,25,13,24,15,23,59,59,55,58,58,https://sofifa.com/player/252342/connor-van-den-berg/220039/
1628,Maxim Deman,Pro League,19,194,82,59,72,475000.0,750.0,0,0,0,0,0,0,,1,24,15,22,46,28,36,18,52,20,12,32,15,28,63,58,57,56,61,https://sofifa.com/player/252160/maxim-deman/220039/
1629,Jordy Schelfhout,Pro League,20,183,79,59,70,425000.0,1000.0,0,0,0,0,0,0,,1,33,28,32,55,45,59,17,38,23,14,35,15,35,60,57,57,53,64,https://sofifa.com/player/251904/jordy-schelfhout/220039/
1630,Coniah Boyce Clarke,Championship,18,183,79,59,79,550000.0,500.0,0,0,0,0,0,0,,1,29,26,25,51,21,35,20,49,20,15,38,9,29,62,57,63,56,60,https://sofifa.com/player/250831/coniah-boyce-clarke/220039/
1631,Jonathan Sirois,Major League Soccer,20,183,73,59,72,475000.0,650.0,0,0,0,0,0,0,,1,35,26,22,49,34,55,29,50,27,14,30,18,34,60,61,52,55,64,https://sofifa.com/player/247494/jonathan-sirois/220039/
1632,Hugo Constant,Ligue 2,21,183,75,59,70,450000.0,650.0,0,0,0,0,0,0,,1,38,42,35,52,50,60,29,42,20,10,37,11,24,57,63,53,56,59,https://sofifa.com/player/247202/hugo-constant/220039/
1633,Frank Oyerze,Ligue 2,19,189,86,59,59,180000.0,500.0,0,0,0,0,0,0,,1,14,19,28,58,25,26,13,55,17,12,37,24,37,57,60,62,60,55,https://sofifa.com/player/159910/frank-oyerze/220039/
1634,Niklas Hedl,Admiral Bundesliga,20,188,78,59,73,475000.0,2000.0,0,0,0,0,0,0,,1,28,30,36,55,42,58,25,61,17,12,31,15,27,65,57,59,49,64,https://sofifa.com/player/256938/niklas-hedl/220039/
1635,Joaquin Silva,Primera Division,23,196,98,59,67,425000.0,500.0,0,0,0,0,0,0,,1,18,27,22,60,27,36,26,70,20,7,37,10,30,61,57,54,57,55,https://sofifa.com/player/262059/joaquin-silva/220039/
1636,Yannick Pandor,Ligue 1,20,178,73,59,69,425000.0,2000.0,0,0,0,0,0,0,,1,19,22,26,54,41,57,23,51,26,12,28,11,24,61,58,54,57,58,https://sofifa.com/player/262069/yannick-pandor/220039/
1637,Connor Van Den Berg,Eredivisie,20,185,74,59,69,425000.0,800.0,0,0,0,0,0,0,,1,28,18,28,55,32,46,18,51,25,13,24,15,23,59,59,55,58,58,https://sofifa.com/player/252342/connor-van-den-berg/220039/
1638,Jesus Lazaro Owono Ngua Akeng,La Liga,20,181,75,59,72,475000.0,2000.0,0,0,0,0,0,0,,1,20,22,29,53,48,59,20,42,19,8,39,14,31,63,59,62,55,57,https://sofifa.com/player/265405/jesus-lazaro-owono-ngua-akeng/220039/
1639,Jonathan Sirois,Major League Soccer,20,183,73,59,72,475000.0,650.0,0,0,0,0,0,0,,1,35,26,22,49,34,55,29,50,27,14,30,18,34,60,61,52,55,64,https://sofifa.com/player/247494/jonathan-sirois/220039/
1640,Mathew Hudson,Championship,22,193,75,59,65,300000.0,3000.0,0,0,0,0,0,0,,1,49,42,37,53,54,63,41,51,17,24,48,17,36,58,59,53,60,58,https://sofifa.com/player/227529/mathew-hudson/220039/
1641,Coniah Boyce Clarke,Championship,18,183,79,59,79,550000.0,500.0,0,0,0,0,0,0,,1,29,26,25,51,21,35,20,49,20,15,38,9,29,62,57,63,56,60,https://sofifa.com/player/250831/coniah-boyce-clarke/220039/
1642,Bruno Oliveira Bertinato,Serie C: Girone B,23,194,79,58,65,350000.0,2000.0,990,11,0,0,0,4,,1,18,20,22,58,20,37,21,56,25,7,53,13,23,59,58,56,50,59,https://sofifa.com/player/247289/bruno-oliveira-bertinato/220039/
1643,Young Eun Choi,K-League 1,25,189,78,58,63,240000.0,1000.0,900,10,0,0,0,2,,1,21,16,24,52,39,41,24,63,16,7,27,12,32,58,58,47,54,61,https://sofifa.com/player/245074/young-eun-choi/220039/
1644,Joe Gauci,A-League,20,193,81,58,67,375000.0,500.0,900,10,30,20,2,3,7.0,1,21,23,37,48,35,37,23,59,22,12,27,17,36,61,57,58,55,61,https://sofifa.com/player/243917/joe-gauci/220039/
1645,Valentino Lesieur,Superliga,18,195,80,58,73,400000.0,500.0,90,1,0,0,0,0,6.0,1,16,22,36,39,26,37,18,64,16,14,29,14,26,56,59,67,60,61,https://sofifa.com/player/263171/valentino-lesieur/220039/
1646,Tp Rehenesh,Superliga,28,180,75,58,60,170000.0,500.0,90,1,0,0,0,0,6.0,1,31,51,31,56,43,68,19,49,23,12,24,17,28,61,55,54,56,57,https://sofifa.com/player/248325/tp-rehenesh/220039/
1647,Arthur Lyska,3. Liga,21,188,87,58,66,400000.0,700.0,90,1,0,0,0,0,,1,34,48,44,39,58,72,39,66,18,10,33,10,34,61,59,58,59,60,https://sofifa.com/player/251465/arthur-lyska/220039/
1648,Zhenli Liu,Super League,36,194,97,58,58,25000.0,1000.0,810,15,25,14,0,2,6.0,1,54,46,52,51,49,58,44,47,29,23,42,14,62,59,59,56,59,54,https://sofifa.com/player/182076/zhenli-liu/220039/
1649,Virgil Draghia,Super League,30,192,88,58,58,140000.0,1000.0,810,15,25,14,0,2,6.0,1,38,35,46,57,47,49,37,62,36,13,47,11,44,55,60,57,56,57,https://sofifa.com/player/262463/virgil-draghia/220039/
1650,Haruki Saruta,Super League,22,191,83,58,64,275000.0,1000.0,810,15,25,14,0,2,6.0,1,33,40,41,49,30,35,17,65,26,8,36,16,29,61,56,61,55,58,https://sofifa.com/player/242243/haruki-saruta/220039/
1651,Jeffrey Gal,Superettan,28,187,80,58,61,190000.0,550.0,810,9,0,0,0,3,,1,16,20,37,46,36,49,26,67,25,11,26,15,28,60,49,65,63,61,https://sofifa.com/player/259915/jeffrey-gal/220039/
1652,Wei Guo,Super League,31,190,77,58,58,110000.0,1000.0,720,16,20,11,0,1,6.0,1,19,27,39,36,26,38,26,58,26,10,39,16,31,60,58,61,62,56,https://sofifa.com/player/247561/wei-guo/220039/
1653,Petar Zovko,Super League,19,192,80,58,73,425000.0,850.0,720,16,20,11,0,1,6.0,1,23,17,28,38,29,33,23,56,17,7,32,18,39,55,59,60,55,66,https://sofifa.com/player/264460/petar-zovko/220039/
1654,Harrison Foulkes,Super League,20,189,80,58,70,425000.0,1000.0,720,16,20,11,0,1,6.0,1,22,26,27,44,52,56,21,49,20,11,30,14,23,58,64,58,54,58,https://sofifa.com/player/248601/harrison-foulkes/220039/
1655,Anthony Patterson,National League,21,189,87,58,68,400000.0,1000.0,720,8,0,0,0,3,,1,19,32,40,39,37,45,21,58,28,8,36,12,36,62,56,61,57,62,https://sofifa.com/player/246417/anthony-patterson/220039/
1656,Antonis Makatounakis,National League,17,186,74,58,70,400000.0,500.0,720,8,0,0,0,3,,1,18,31,34,35,37,51,17,51,22,6,40,14,31,62,59,58,59,58,https://sofifa.com/player/263576/antonis-makatounakis/220039/
1657,Ahmad Al Ruhaili,Pro League,26,189,88,58,62,220000.0,2000.0,450,5,0,0,0,0,,1,43,43,35,55,34,54,33,73,18,18,31,18,45,62,57,52,57,56,https://sofifa.com/player/225061/ahmad-al-ruhaili/220039/
1658,Mason Stajduhar,Major League Soccer,23,188,91,58,65,350000.0,850.0,450,5,10,5,0,1,6.0,1,35,31,29,53,34,45,26,59,17,18,25,12,36,59,54,58,55,60,https://sofifa.com/player/231861/mason-stajduhar/220039/
1659,Aritz De Miguel Martin,Segunda B - Playoffs,22,181,70,58,70,450000.0,900.0,450,5,0,0,0,1,,1,17,24,38,52,46,62,28,48,25,14,24,15,25,59,61,55,53,58,https://sofifa.com/player/264184/aritz-de-miguel-martin/220039/
1660,Dean Gerken,League Two,36,183,77,58,58,25000.0,1000.0,2852,33,100,67,1,7,6.0,1,30,34,52,50,58,62,40,60,30,21,45,16,44,59,57,56,60,58,https://sofifa.com/player/139476/dean-gerken/220039/
1661,Jan Reckert,League Two,24,188,92,58,64,250000.0,550.0,2852,33,100,67,1,7,6.0,1,33,50,48,56,47,73,30,68,15,11,33,11,31,59,57,55,54,58,https://sofifa.com/player/253406/jan-reckert/220039/
1662,Mark Mcginley,Premier Division,31,185,86,58,58,110000.0,500.0,2799,32,0,0,0,5,,1,40,42,54,47,49,61,31,61,34,11,22,13,47,61,54,55,57,62,https://sofifa.com/player/199007/mark-mcginley/220039/
1663,Mergim Krasniqi,Superettan,28,187,82,58,60,170000.0,800.0,2700,30,0,0,0,7,,1,48,39,41,47,36,68,36,78,25,9,31,10,42,56,59,59,57,61,https://sofifa.com/player/260194/mergim-krasniqi/220039/
1664,Mark Spenkelink,Eerste Divisie,24,196,86,58,63,250000.0,800.0,270,3,14,10,0,1,7.0,1,36,25,42,38,29,35,25,56,21,6,39,19,32,60,59,59,58,62,https://sofifa.com/player/236716/mark-spenkelink/220039/
1665,Logan Ketterer,USL Championship,27,191,82,58,61,200000.0,1000.0,2520,28,0,0,0,9,,1,37,39,38,57,28,50,41,63,17,9,42,36,38,54,57,55,65,52,https://sofifa.com/player/237305/logan-ketterer/220039/
1666,Issei Ouchi,J3-League,20,184,79,58,67,375000.0,500.0,2520,29,0,0,0,5,,1,33,50,44,54,45,61,28,60,18,10,44,17,34,58,57,56,55,61,https://sofifa.com/player/260330/issei-ouchi/220039/
1667,Jun Lee,J3-League,23,188,77,58,63,250000.0,600.0,2520,29,0,0,0,5,,1,28,24,38,31,31,50,15,61,17,26,55,18,34,62,56,63,60,62,https://sofifa.com/player/238571/jun-lee/220039/
1668,Jonas Hupe,Regionalliga: West,21,200,93,58,67,400000.0,550.0,2160,24,0,0,0,4,,1,29,42,28,47,22,41,24,82,20,13,31,10,32,64,57,53,57,58,https://sofifa.com/player/253410/jonas-hupe/220039/
1669,Justin Vom Steeg,USL Championship,24,193,82,58,63,250000.0,850.0,2160,24,0,0,0,8,,1,26,29,22,55,22,31,32,65,26,6,14,12,37,59,60,54,52,57,https://sofifa.com/player/236005/justin-vom-steeg/220039/
1670,Vedran Janjetovic,A-League,33,187,84,58,58,70000.0,1000.0,1826,21,52,35,1,4,,1,39,44,42,66,44,68,34,59,29,18,32,22,46,57,55,56,56,56,https://sofifa.com/player/209757/vedran-janjetovic/220039/
1671,Adam Grinwis,Major League Soccer,29,188,77,58,58,140000.0,1000.0,180,2,4,2,0,0,6.0,1,27,26,29,52,35,49,23,59,21,8,40,11,32,60,54,56,57,59,https://sofifa.com/player/242715/adam-grinwis/220039/
1672,Obed Nkambadio,National 3: Paris Île-de-France,18,185,78,58,73,400000.0,500.0,180,2,0,0,0,1,,1,31,28,39,57,41,59,20,47,20,11,39,17,36,59,54,53,54,60,https://sofifa.com/player/255266/obed-nkambadio/220039/
1673,Hussain Shaian,Pro League,32,184,70,58,58,100000.0,4000.0,180,2,0,0,0,0,,1,48,48,38,58,40,40,36,65,18,17,42,22,56,55,57,55,58,59,https://sofifa.com/player/208988/hussain-shaian/220039/
1674,Philip Martensson,Superettan Play-offs 2/3,27,188,84,58,59,170000.0,550.0,180,2,0,0,0,1,,1,28,31,37,45,39,52,28,64,29,16,35,12,29,60,58,59,58,60,https://sofifa.com/player/260319/philip-martensson/220039/
1675,Bolivar Pico,Superettan Play-offs 2/3,20,194,80,58,68,375000.0,500.0,180,2,0,0,0,1,,1,18,30,22,50,29,49,26,60,28,7,38,19,23,62,60,50,53,59,https://sofifa.com/player/261344/bolivar-pico/220039/
1676,Wilson Ramirez,Superettan Play-offs 2/3,17,180,78,58,70,400000.0,500.0,180,2,0,0,0,1,,1,22,22,38,55,48,65,20,42,19,15,35,20,33,61,60,58,55,53,https://sofifa.com/player/266466/wilson-ramirez/220039/
1677,Zach Jeacock,Championship,20,191,77,58,70,425000.0,2000.0,180,2,7,6,0,1,6.0,1,32,24,29,46,34,43,26,48,18,11,39,15,26,57,56,62,57,62,https://sofifa.com/player/250865/zach-jeacock/220039/
1678,Jorge Cabezudo,Championship,19,180,80,58,69,375000.0,500.0,180,2,7,6,0,1,6.0,1,32,40,38,60,47,51,30,55,21,19,40,12,36,59,57,56,54,56,https://sofifa.com/player/255989/jorge-cabezudo/220039/
1679,Ruben Castellanos,Championship,20,184,76,58,68,375000.0,1000.0,180,2,7,6,0,1,6.0,1,33,28,31,41,46,56,21,49,16,13,27,17,24,59,57,61,56,63,https://sofifa.com/player/264182/ruben-castellanos/220039/
1680,Stefanos Kittos,Championship,19,186,75,58,70,,,180,2,7,6,0,1,6.0,1,22,27,31,41,34,52,26,43,21,9,44,16,35,62,59,55,54,60,https://sofifa.com/player/267767/stefanos-kittos/220039/
1681,Christian Dibble,National League,27,193,88,58,60,190000.0,500.0,1665,19,0,0,0,8,,1,38,43,38,52,42,66,42,81,34,19,15,24,35,59,58,56,57,59,https://sofifa.com/player/208842/christian-dibble/220039/
1682,Yuya Tsuboi,National League,21,183,76,58,66,400000.0,800.0,1665,19,0,0,0,8,,1,25,20,33,57,47,60,23,45,17,6,23,17,28,55,55,57,57,59,https://sofifa.com/player/266188/yuya-tsuboi/220039/
1683,Subhashish Roy,Indian Super League,34,183,80,58,58,35000.0,500.0,1306,15,25,13,0,3,6.0,1,30,21,49,57,32,58,32,54,34,22,34,18,28,56,53,48,62,59,https://sofifa.com/player/193912/subhashish-roy/220039/
1684,Marius Liesegang,Regionalliga: Südwest,21,189,83,58,64,275000.0,1000.0,1170,13,0,0,0,1,,1,42,37,35,60,38,62,26,49,19,14,26,19,31,58,57,56,54,60,https://sofifa.com/player/257082/marius-liesegang/220039/
1685,Luca Ashby Hammond,Premier League 2 Divison Two,20,185,76,58,73,425000.0,4000.0,1170,13,0,0,0,2,,1,23,26,25,45,20,26,13,43,14,8,32,43,38,59,58,56,54,62,https://sofifa.com/player/242382/luca-ashby-hammond/220039/
1686,Mohammed Al Haeti,Pro League,25,186,87,58,63,240000.0,3000.0,1080,12,0,0,0,1,,1,39,38,33,47,44,57,29,64,26,9,35,13,27,60,54,55,59,59,https://sofifa.com/player/245088/mohammed-al-haeti/220039/
1687,Rikihiro Sugiyama,J2-League,34,184,76,58,58,35000.0,650.0,103,2,0,0,0,1,,1,37,36,26,40,51,39,36,39,31,13,39,13,39,60,66,58,54,56,https://sofifa.com/player/191337/rikihiro-sugiyama/220039/
1688,Sacha Bastien,League One,26,196,91,58,59,180000.0,1000.0,0,0,0,0,0,0,,1,45,47,37,59,46,62,26,74,24,20,16,31,29,60,56,53,52,58,https://sofifa.com/player/220188/sacha-bastien/220039/
1689,Eric Dick,Major League Soccer,26,196,93,58,61,210000.0,1000.0,0,0,0,0,0,0,,1,40,30,32,52,24,53,25,75,35,12,52,11,30,55,60,58,58,55,https://sofifa.com/player/242721/eric-dick/220039/
1690,Ben Voll,3. Liga,20,195,85,58,69,375000.0,950.0,0,0,0,0,0,0,,1,24,25,27,42,20,22,21,67,21,4,27,7,29,59,60,56,55,61,https://sofifa.com/player/251433/ben-voll/220039/
1691,Ye Hoon Ueom,3. Liga,18,192,84,58,70,400000.0,500.0,0,0,0,0,0,0,,1,32,27,34,54,26,39,24,77,29,12,37,15,30,60,58,53,56,58,https://sofifa.com/player/261679/ye-hoon-ueom/220039/
1692,Max Sprang,3. Liga,20,192,79,58,67,375000.0,500.0,0,0,0,0,0,0,,1,18,16,19,57,29,32,32,38,12,10,59,11,18,58,63,56,54,54,https://sofifa.com/player/239689/max-sprang/220039/
1693,Rik Vercauteren,Pro League,20,184,78,58,69,375000.0,2000.0,0,0,0,0,0,0,,1,17,28,31,56,28,31,29,62,26,7,25,11,27,62,53,57,52,62,https://sofifa.com/player/256081/rik-vercauteren/220039/
1694,Emiliano Corujo,Primera Division,21,188,82,58,66,400000.0,500.0,0,0,0,0,0,0,,1,29,28,35,38,33,50,25,77,23,12,30,17,39,66,53,49,61,60,https://sofifa.com/player/260700/emiliano-corujo/220039/
1695,Damian Primel,Ekstraklasa,29,191,86,58,60,170000.0,600.0,0,0,0,0,0,0,,1,42,45,31,57,54,58,44,56,24,17,13,29,26,60,51,59,55,60,https://sofifa.com/player/221790/damian-primel/220039/
1696,Akinori Ichikawa,J-League,22,190,86,58,66,400000.0,550.0,0,0,0,0,0,0,,1,28,17,24,51,27,37,17,80,26,12,46,15,22,63,58,52,48,62,https://sofifa.com/player/255582/akinori-ichikawa/220039/
1697,Alexander Dlugaiczyk,Regionalliga: Nord,38,195,90,58,58,25000.0,500.0,0,0,0,0,0,0,,1,27,28,30,46,25,38,19,73,26,13,39,19,30,60,59,60,59,57,https://sofifa.com/player/262764/alexander-dlugaiczyk/220039/
1698,Tibo Herbots,UEFA Europa League Play-offs,20,187,78,58,68,375000.0,1000.0,0,0,0,0,0,0,,1,23,24,38,44,43,52,24,35,19,15,35,15,23,61,56,56,59,58,https://sofifa.com/player/243566/tibo-herbots/220039/
1699,Elliot Panicco,Major League Soccer,24,196,93,58,63,250000.0,850.0,0,0,0,0,0,0,,1,29,28,32,50,27,30,18,73,24,9,37,15,31,59,52,52,53,68,https://sofifa.com/player/256111/elliot-panicco/220039/
1700,Jaimy Kroesen,Eredivisie,18,183,75,58,71,400000.0,500.0,0,0,0,0,0,0,,1,31,22,36,56,42,64,28,52,24,13,42,16,40,59,55,61,57,57,https://sofifa.com/player/257392/jaimy-kroesen/220039/
1701,Joan Lopez,Eredivisie,19,180,73,58,69,375000.0,500.0,0,0,0,0,0,0,,1,25,20,39,60,42,55,21,46,22,12,28,18,24,60,55,59,53,60,https://sofifa.com/player/261234/joan-lopez/220039/
1702,Nathan Gartside,Premier Division,23,182,69,58,66,400000.0,500.0,0,0,0,0,0,0,,1,48,44,32,55,58,62,36,52,23,22,22,24,31,59,56,56,56,59,https://sofifa.com/player/226423/nathan-gartside/220039/
1703,Leon Schaffran,Bundesliga,22,186,82,58,68,400000.0,2000.0,0,0,0,0,0,0,,1,26,30,25,47,37,46,20,62,29,9,29,12,36,62,61,59,56,56,https://sofifa.com/player/244090/leon-schaffran/220039/
